userId,movieId,rating,timestamp
1,1343,2.0,1260759131
2,10,4.0,835355493
2,47,4.0,835355552
2,110,4.0,835355532
2,161,3.0,835355493
2,208,3.0,835355511
2,248,3.0,835355896
2,253,4.0,835355511
2,265,5.0,835355697
2,367,3.0,835355619
2,377,3.0,835355710
2,410,3.0,835355532
2,527,4.0,835355731
2,537,4.0,835356199
2,551,5.0,835355767
2,552,3.0,835355860
2,585,5.0,835355817
2,586,3.0,835355790
2,616,3.0,835355932
2,720,4.0,835355978
3,110,4.0,1298922049
3,377,2.5,1298923242
3,527,3.0,1298862528
3,736,3.5,1298932787
3,2513,3.0,1298861789
3,2858,4.0,1298921825
3,2959,5.0,1298862874
3,6377,3.0,1298922080
3,7361,3.0,1298922065
4,10,4.0,949810645
4,173,3.0,949811346
4,367,4.0,949895887
4,410,3.0,949919883
4,435,1.0,949920135
4,616,5.0,949949444
4,1011,4.0,949919454
4,1031,5.0,949896377
4,1073,5.0,949919372
4,1079,5.0,949811523
4,1097,5.0,949778771
4,1125,5.0,949919399
4,1127,5.0,949896275
4,1136,5.0,949919372
4,1198,5.0,949779173
4,1265,5.0,949919591
4,1334,5.0,949982274
4,1344,5.0,949919247
4,1380,5.0,949896377
4,1544,3.0,949811230
4,1954,5.0,949810261
4,1961,5.0,949918743
4,1968,5.0,949811559
4,1994,5.0,949896309
4,2014,4.0,949919454
4,2046,5.0,949810618
4,2086,5.0,949896114
4,2091,5.0,949896183
4,2096,5.0,949949538
4,2110,3.0,949896309
4,2683,4.0,949896497
4,2795,4.0,949811603
4,2872,5.0,949896114
4,2918,5.0,949811559
4,2991,5.0,949810261
4,3016,3.0,949896543
4,3071,4.0,949918715
4,3104,4.0,949811603
4,3255,4.0,949919738
5,3,4.0,1163374957
5,344,3.5,1163373636
5,367,4.0,1163373755
5,377,4.0,1163373610
5,1247,4.0,1163374582
5,1307,4.0,1163374495
5,1380,5.0,1163373044
5,1393,3.5,1163374165
5,1544,3.5,1163374562
5,1961,4.0,1163373675
5,1968,4.0,1163374324
5,2273,4.0,1163373276
5,2355,3.5,1163374184
5,2424,4.0,1163373193
5,2683,4.0,1163373679
5,2706,4.0,1163374246
5,2918,3.5,1163374278
5,3176,3.5,1163374408
5,4306,3.5,1163374103
5,5266,3.5,1163374995
5,5679,4.5,1163374389
5,6373,4.0,1163374572
5,6377,4.0,1163373626
5,8636,4.5,1163373593
6,111,4.0,1109258212
6,158,2.0,1108134263
6,293,5.0,1108134539
6,1876,0.5,1108134334
6,2528,3.0,1109258245
6,2761,4.5,1108134545
6,3300,3.5,1109258250
6,3751,1.5,1109258190
6,7090,3.0,1108134534
6,8368,3.5,1108134526
6,8636,4.0,1108134537
7,10,3.0,851869035
7,21,3.0,851867289
7,110,5.0,851868188
7,534,4.0,851868246
7,610,3.0,851868074
7,720,5.0,851868019
7,724,2.0,851866784
7,736,1.0,851866704
7,737,1.0,851866763
7,786,2.0,851866744
7,1073,3.0,851866744
7,1079,4.0,851867320
7,1080,4.0,851867289
7,1097,3.0,851868308
7,1125,3.0,851867553
7,1198,5.0,851869035
7,1231,4.0,851868321
7,1240,4.0,851869062
7,1242,5.0,851868289
7,1275,4.0,851869080
8,47,5.0,1154464836
8,110,4.0,1154473268
8,520,3.5,1154389356
8,527,5.0,1154400170
8,1198,4.0,1154464730
8,1265,3.0,1154465230
8,1393,3.0,1154400324
8,1552,3.0,1154389408
8,1625,5.0,1154389385
8,1876,3.5,1154389528
8,1961,5.0,1154473322
8,2324,4.0,1154464850
8,2329,5.0,1154473217
8,2423,3.5,1154400351
8,2858,4.5,1154464950
8,2918,5.0,1154473364
8,2959,4.0,1154464901
8,3147,4.5,1154400266
8,3578,5.0,1154400441
8,4262,4.0,1154464915
8,5445,4.5,1154400449
8,6377,4.0,1154389474
8,6870,4.0,1154464895
8,7361,4.0,1154465367
8,7438,4.0,1154464994
8,8533,2.5,1154400471
9,527,5.0,938628843
9,534,5.0,938628337
9,733,2.0,938628337
9,1177,3.0,938629470
9,1541,2.0,938628777
9,1680,4.0,938629054
9,1682,5.0,938628690
9,1704,4.0,938628966
9,1721,3.0,938629470
9,1784,5.0,938628966
9,2273,3.0,938628777
9,2302,4.0,938628843
9,2427,2.0,938629681
9,2571,5.0,938628450
10,344,3.0,942766603
10,735,4.0,942766974
10,1089,3.0,942766420
10,1101,2.0,942767328
10,1127,4.0,942767328
10,1198,4.0,942767258
10,1240,4.0,942767258
10,1459,3.0,942766725
10,1719,5.0,942766472
10,1887,2.0,942766845
10,2571,5.0,942766515
10,2840,3.0,942766213
10,2995,2.0,942766251
10,3005,3.0,942766059
10,3019,4.0,942767571
11,785,3.5,1391656845
12,253,3.0,968045587
12,538,3.0,968045438
12,736,4.0,968045680
12,737,3.0,968045764
12,1077,3.0,968045500
12,2259,2.0,955407153
12,2355,2.0,968045475
12,2959,4.0,968045407
12,3148,1.0,968045379
12,3176,3.0,968045649
12,3298,4.0,968045529
12,3324,1.0,968045732
12,3770,3.0,968045619
12,3780,2.0,968045619
12,3794,3.0,968045232
12,3873,3.0,968044981
12,3885,3.0,968044949
12,6184,4.0,968045173
13,47,2.5,1331380914
13,110,4.0,1331380038
13,527,4.0,1331380901
13,1265,2.5,1331380845
13,2355,4.0,1331380741
13,2918,3.0,1331380761
13,3147,4.0,1331380752
13,3255,3.5,1331379342
13,4306,4.0,1331380721
13,6377,4.5,1331380734
13,7361,4.0,1331380159
14,1721,3.0,976243912
14,2355,2.0,976244179
14,3751,4.0,976244205
14,3986,3.0,976244107
15,2,2.0,1134521380
15,6,4.0,1040205753
15,10,3.0,1093028290
15,14,2.5,1166586286
15,16,3.5,1093070150
15,21,4.5,1058249528
15,44,3.0,1122576665
15,47,5.0,1054449816
15,107,2.0,1166586594
15,110,3.0,1040205792
15,111,5.0,997938500
15,161,3.0,1093028319
15,164,4.0,997938413
15,175,4.0,1166587180
15,225,1.0,1134521432
15,237,3.5,1166586251
15,253,2.0,1093028328
15,265,1.0,1058250479
15,293,5.0,997938567
15,316,3.0,1052896866
15,344,2.0,1093028220
15,367,2.0,1374637824
15,377,4.0,1033344267
15,527,4.0,997937239
15,540,1.5,1240203835
15,551,2.0,997939055
15,647,1.5,1134521628
15,720,3.0,1033345122
15,733,3.5,1093028260
15,736,1.0,1093028237
15,750,4.0,997938438
15,786,0.5,1093028395
15,913,4.0,1416119525
15,1073,3.0,997938603
15,1079,4.0,997937239
15,1084,3.0,997938787
15,1089,4.0,997938528
15,1093,2.0,1166586415
15,1094,4.0,1033345199
15,1097,4.0,997938466
15,1101,3.0,1093070163
15,1127,4.0,997939162
15,1136,2.5,1128274586
15,1198,4.0,997939111
15,1204,2.0,997939111
15,1207,3.0,1044347743
15,1209,4.5,1345398245
15,1211,1.5,1058250487
15,1221,5.0,997938712
15,1228,4.0,997938800
15,1231,4.0,1054450216
15,1247,5.0,997938171
15,1248,3.0,997938509
15,1249,3.0,997938500
15,1265,4.0,997938171
15,1272,3.5,1054450246
15,1297,4.0,1166587005
15,1303,2.0,1054450251
15,1307,5.0,997938162
15,1333,2.0,997938219
15,1334,2.0,1052896916
15,1370,3.0,1093070198
15,1380,2.5,1166586012
15,1385,3.0,1458506268
15,1393,3.5,1058250612
15,1466,4.0,997939439
15,1476,3.0,1134522057
15,1479,1.5,1338699256
15,1544,1.0,1093070319
15,1546,4.0,997938322
15,1552,1.5,1134521507
15,1625,4.0,997938391
15,1673,3.0,1033345299
15,1680,3.0,1166586583
15,1682,2.0,997939424
15,1719,4.0,997938931
15,1721,1.5,1093028339
15,1752,3.5,1469330699
15,1784,3.0,1033345287
15,1792,3.0,1458506454
15,1810,2.5,1166587162
15,1876,2.0,1134521539
15,1895,2.5,1469330584
15,1950,3.0,1058249502
15,1954,3.0,1040205792
15,1956,4.0,1166587036
15,1962,3.0,1033345068
15,1994,2.5,1166586228
15,2010,3.0,1052896685
15,2011,3.0,1044219825
15,2012,1.0,1046209705
15,2041,2.0,1033344732
15,2076,3.0,997938413
15,2108,4.5,1058250482
15,2124,2.0,1033345050
15,2126,1.0,1166587068
15,2145,2.0,1034544351
15,2231,3.0,1052897043
15,2278,2.5,1134521675
15,2288,3.0,1052896740
15,2313,3.5,1345397769
15,2324,2.0,997939328
15,2329,1.0,1054450149
15,2351,1.0,1044347881
15,2360,2.0,997937311
15,2369,1.0,1033344752
15,2405,3.0,1052897012
15,2413,4.5,1425875796
15,2542,1.0,997939415
15,2571,5.0,997938438
15,2581,1.0,1033344897
15,2585,1.0,1033344865
15,2600,3.0,1033344995
15,2617,1.0,1093070339
15,2683,1.0,1033344657
15,2686,3.0,997938372
15,2692,3.0,997938151
15,2706,3.0,1033344657
15,2707,3.0,1033344663
15,2761,2.0,997939037
15,2795,3.5,1065197456
15,2819,3.0,997938567
15,2840,1.0,1033344958
15,2858,4.0,997938310
15,2915,1.5,1345397822
15,2918,4.0,1054449710
15,2959,5.0,997938894
15,3005,1.0,1033344702
15,3019,3.0,997938954
15,3077,3.0,1033345241
15,3083,5.0,997938310
15,3089,3.0,997938895
15,3104,4.0,1040205792
15,3128,4.0,997938931
15,3129,3.5,1054449917
15,3134,1.0,1044347881
15,3147,1.0,997939415
15,3148,1.0,1134521933
15,3150,3.0,1245361773
15,3176,2.0,997938413
15,3225,1.0,997938046
15,3246,4.0,1033345148
15,3255,2.0,1134521644
15,3261,4.0,1058250521
15,3266,5.0,1034544304
15,3273,1.0,997937890
15,3298,4.0,1033344702
15,3300,5.0,997937876
15,3307,3.0,1082220247
15,3390,1.0,997937239
15,3418,1.0,1040205754
15,3421,1.5,1063565279
15,3476,4.5,1465881233
15,3484,0.5,1465880417
15,3499,3.0,997938242
15,3527,3.0,1052896819
15,3534,1.0,997937935
15,3538,1.5,1096005190
15,3552,2.0,1465880183
15,3566,3.0,997937902
15,3571,4.0,997937848
15,3577,3.5,1465954636
15,3578,2.0,1033344795
15,3626,3.0,997937961
15,3633,4.0,1345381200
15,3683,4.0,997938800
15,3742,2.5,1082220261
15,3751,1.0,997937726
15,3752,1.0,997937971
15,3800,2.0,1039243666
15,3823,2.0,997937726
15,3967,1.0,997937762
15,3986,1.0,997937926
15,3987,4.0,997937961
15,3998,1.0,997937614
15,4005,3.5,1345398275
15,4017,4.0,997937413
15,4020,3.0,997937442
15,4037,3.0,997938372
15,4052,1.0,997937442
15,4055,1.0,1033344023
15,4144,4.0,997937700
15,4158,2.0,997937459
15,4168,3.0,1040205943
15,4235,4.0,997937713
15,4262,3.0,1120209753
15,4299,2.5,1374637769
15,4306,1.0,1033343955
15,4381,2.0,997937346
15,4410,3.0,997939653
15,4451,2.5,1075143282
15,4546,3.0,997938203
15,4727,3.0,1052896975
15,4744,1.0,1039243705
15,4890,3.0,1033343866
15,4903,5.0,1033939395
15,4974,2.0,1349622574
15,5015,1.0,1033344055
15,5060,1.5,1054450221
15,5074,1.0,1096005077
15,5291,3.5,1416120007
15,5410,2.0,1052896740
15,5418,2.0,1033344065
15,5419,1.0,1039243069
15,5445,5.0,1033344034
15,5463,1.0,1033344188
15,5481,2.0,1033344374
15,5500,4.0,1033344296
15,5524,1.0,1033344137
15,5618,1.5,1084489317
15,5662,4.0,1035258564
15,5673,3.5,1075142963
15,5809,3.0,1052906939
15,5878,1.0,1066591270
15,5909,1.0,1096005087
15,5954,1.0,1084489297
15,5968,3.0,1040205624
15,6025,3.0,1046209643
15,6037,3.0,1465954655
15,6155,0.5,1416119753
15,6157,0.5,1416119690
15,6180,1.0,1046209705
15,6188,3.5,1416119611
15,6373,2.0,1134522002
15,6377,1.0,1061496771
15,6380,3.0,1166585438
15,6442,3.5,1055439392
15,6547,1.0,1061496761
15,6620,1.5,1082220241
15,6870,3.5,1068955127
15,6875,1.0,1096005180
15,6975,4.0,1093028559
15,7028,3.5,1132469120
15,7090,3.0,1120209290
15,7147,1.5,1088621484
15,7199,1.0,1096005109
15,7254,1.0,1166587408
15,7325,0.5,1416119755
15,7371,1.0,1097770844
15,7438,0.5,1093981610
15,7451,3.5,1416119705
15,7458,1.5,1166587430
15,7569,3.5,1345397687
15,8368,1.5,1163876352
15,8636,3.0,1093027850
